obligacion,valor pago,fecha,cod
1023461048,6406404,29/08/2020,recaudo
1023461049,5667258,28/08/2020,recaudo
1023461050,80913,27/08/2020,recaudo
1023461051,826999,26/08/2020,recaudo
1023461052,727510,25/08/2020,recaudo
1023461053,9930131,24/08/2020,recaudo
1023461054,4036024,23/08/2020,recaudo
1023461055,5779576,22/08/2020,recaudo
1023461056,3810488,21/08/2020,recaudo
1023461057,5627078,20/08/2020,recaudo
1023461058,3749662,19/08/2020,recaudo
1023461059,2499743,18/08/2020,recaudo
1023461060,905890,17/08/2020,recaudo
1023461061,1736463,16/08/2020,recaudo
1023461062,6067805,15/08/2020,recaudo
1023461063,4450220,14/08/2020,recaudo
1023461064,3596963,13/08/2020,recaudo
1023461065,9748102,12/08/2020,recaudo
1023461066,6454760,11/08/2020,recaudo
1023461067,3475504,10/08/2020,recaudo
1023461068,9388383,9/08/2020,recaudo
1023461069,8237340,8/08/2020,recaudo
1023461070,9990401,7/08/2020,recaudo
1023461071,2259972,6/08/2020,recaudo
1023461072,8679511,5/08/2020,recaudo
1023461073,4005683,4/08/2020,recaudo
1023461074,8751066,3/08/2020,recaudo
1023461075,1498401,2/08/2020,recaudo
1023461076,5581427,1/08/2020,recaudo
1023461077,6542815,31/07/2020,recaudo
1023461078,1291337,30/07/2020,recaudo
1023461079,731287,29/07/2020,recaudo
1023461080,8155692,28/07/2020,recaudo
1023461081,6175700,27/07/2020,recaudo
1023461082,1638453,26/07/2020,recaudo
1023461083,5156956,25/07/2020,recaudo
1023461084,8009029,24/07/2020,recaudo
1023461085,4401761,23/07/2020,recaudo
1023461086,4248785,22/07/2020,recaudo
1023461087,9075467,21/07/2020,recaudo
1023461088,211754,16/09/2020,recaudo
1023461089,3135062,15/09/2020,recaudo
1023461090,5813908,14/09/2020,recaudo
1023461091,6703964,13/09/2020,recaudo
1023461092,1331689,12/09/2020,recaudo
1023461093,8218267,11/09/2020,recaudo
1023461094,1639770,10/09/2020,recaudo
1023461095,4781259,9/09/2020,recaudo
1023461096,4365381,8/09/2020,recaudo
1023461097,4985720,7/09/2020,recaudo
1023461098,114443,6/09/2020,recaudo
1023461099,8968860,5/09/2020,recaudo
1023461100,7129556,4/09/2020,recaudo
1023461101,4234777,3/09/2020,recaudo
1023461102,7797815,2/09/2020,recaudo
1023461103,9510874,1/09/2020,recaudo
1023461104,7174682,31/08/2020,recaudo
1023461105,7245218,30/08/2020,recaudo
1023461106,9113950,29/08/2020,recaudo
1023461107,1149768,28/08/2020,recaudo
1023461108,1826915,27/08/2020,recaudo
1023461109,9794916,26/08/2020,recaudo
1023461110,6602557,25/08/2020,recaudo
1023461111,2013084,24/08/2020,recaudo
1023461112,2513704,23/08/2020,recaudo
1023461113,1465687,22/08/2020,recaudo
1023461114,9348988,21/08/2020,recaudo
1023461115,9275248,20/08/2020,recaudo
1023461116,2106346,19/08/2020,recaudo
1023461117,8677051,18/08/2020,recaudo
1023461118,1432168,17/08/2020,recaudo
1023461119,4568350,16/08/2020,recaudo
1023461120,2092388,15/08/2020,recaudo
1023461121,7764608,27/09/2020,recaudo
1023461122,6994262,26/09/2020,recaudo
1023461123,3200612,25/09/2020,recaudo
1023461124,4403894,24/09/2020,recaudo
1023461125,9609653,23/09/2020,recaudo
1023461126,8198865,22/09/2020,recaudo
1023461127,974818,21/09/2020,recaudo
1023461128,6455857,20/09/2020,recaudo
1023461129,657454,19/09/2020,recaudo
1023461130,3608311,18/09/2020,recaudo
1023461131,2310701,17/09/2020,recaudo
1023461132,194297,16/09/2020,recaudo
1023461133,9242528,15/09/2020,recaudo
1023461134,4815356,14/09/2020,recaudo
1023461135,5355156,13/09/2020,recaudo
1023461136,8209449,12/09/2020,recaudo
1023461137,1957803,11/09/2020,recaudo
1023461138,2881953,10/09/2020,recaudo
1023461139,129993,9/09/2020,recaudo
1023461140,7007932,8/09/2020,recaudo
1023461141,4738347,7/09/2020,recaudo
1023461142,7593740,6/09/2020,recaudo
1023461143,9538163,5/09/2020,recaudo
1023461144,1074430,4/09/2020,recaudo
1023461145,8723126,3/09/2020,recaudo
1023461146,8558309,2/09/2020,recaudo
1023461147,941709,1/09/2020,recaudo
1023461148,5730380,31/08/2020,recaudo
1023461149,1098771,30/08/2020,recaudo
1023461150,7600074,29/08/2020,recaudo
1023461151,6594579,28/08/2020,recaudo
1023461152,9212879,27/08/2020,recaudo
1023461153,7764369,26/08/2020,recaudo
1023461154,2432383,25/08/2020,recaudo
1023461155,5850425,24/08/2020,recaudo
1023461156,8667934,23/08/2020,recaudo
1023461157,4817837,22/08/2020,recaudo
1023461158,8207829,21/08/2020,recaudo
1023461159,5414649,20/08/2020,recaudo
1023461160,1796116,19/08/2020,recaudo
1023461161,698157,18/08/2020,recaudo
1023461162,5152762,17/08/2020,recaudo
1023461163,8517418,16/08/2020,recaudo
1023461164,5588531,15/08/2020,recaudo
1023461165,5425066,14/08/2020,recaudo
1023461166,6260272,13/08/2020,recaudo
1023461167,5635699,12/08/2020,recaudo
1023461168,1377383,11/08/2020,recaudo
1023461169,329164,10/08/2020,recaudo
1023461170,6935417,9/08/2020,recaudo
1023461171,9296178,8/08/2020,recaudo
1023461172,8843044,7/08/2020,recaudo
1023461173,8748211,6/08/2020,recaudo
1023461174,1333517,5/08/2020,recaudo
1023461175,6001099,4/08/2020,recaudo
1023461176,9013979,3/08/2020,recaudo
1023461177,7391901,2/08/2020,recaudo
1023461178,7756584,1/08/2020,recaudo
1023461179,267362,31/07/2020,recaudo
1023461180,6903991,30/07/2020,recaudo
1023461181,2444534,29/07/2020,recaudo
1023461182,4641332,28/07/2020,recaudo
1023461183,5247949,27/07/2020,recaudo
1023461184,2288820,26/07/2020,recaudo
1023461185,4458350,25/07/2020,recaudo
1023461186,5000601,24/07/2020,recaudo
1023461187,4139143,23/07/2020,recaudo
1023461188,6827114,22/07/2020,recaudo
1023461189,5773078,21/07/2020,recaudo
1023461190,9496306,16/09/2020,recaudo
1023461191,3481888,15/09/2020,recaudo
1023461192,2548830,14/09/2020,recaudo
1023461193,2754744,13/09/2020,recaudo
1023461194,8521908,12/09/2020,recaudo
1023461195,3189659,11/09/2020,recaudo
1023461196,6114973,10/09/2020,recaudo
1023461197,8257930,9/09/2020,recaudo
1023461198,8905268,8/09/2020,recaudo
1023461199,3797067,7/09/2020,recaudo
1023461200,3540577,6/09/2020,recaudo
1023461201,3105241,5/09/2020,recaudo
1023461202,7918432,4/09/2020,recaudo
1023461203,7933194,3/09/2020,recaudo
1023461204,7369257,2/09/2020,recaudo
1023461205,7388358,1/09/2020,recaudo
1023461206,114117,31/08/2020,recaudo
1023461207,8540084,30/08/2020,recaudo
1023461208,4376888,29/08/2020,recaudo
1023461209,7775186,28/08/2020,recaudo
1023461210,8640560,27/08/2020,recaudo
1023461211,6070101,26/08/2020,recaudo
1023461212,208461,25/08/2020,recaudo
1023461213,189247,24/08/2020,recaudo
1023461214,2698131,23/08/2020,recaudo
1023461215,7705162,22/08/2020,recaudo
1023461216,1993096,21/08/2020,recaudo
1023461217,6194750,20/08/2020,recaudo
1023461218,6957124,19/08/2020,recaudo
1023461219,9366640,18/08/2020,recaudo
1023461220,9103842,17/08/2020,recaudo
1023461221,8811020,16/08/2020,recaudo
1023461222,9222116,15/08/2020,recaudo
1023461223,5286641,27/09/2020,recaudo
1023461224,4543634,26/09/2020,recaudo
1023461225,464774,25/09/2020,recaudo
1023461226,7110492,24/09/2020,recaudo
1023461227,6242930,23/09/2020,recaudo
1023461228,5553641,22/09/2020,recaudo
1023461229,2781609,21/09/2020,recaudo
1023461230,7878349,20/09/2020,recaudo
1023461231,3798458,19/09/2020,recaudo
1023461232,1582524,18/09/2020,recaudo
1023461233,1703992,17/09/2020,recaudo
1023461234,1647709,16/09/2020,recaudo
1023461235,6691953,15/09/2020,recaudo
1023461236,844701,14/09/2020,recaudo
1023461237,4821518,13/09/2020,recaudo
1023461238,3014291,12/09/2020,recaudo
1023461239,707255,11/09/2020,recaudo
1023461240,2752383,10/09/2020,recaudo
1023461241,2006985,9/09/2020,recaudo
1023461242,3974450,8/09/2020,recaudo
1023461243,3663298,7/09/2020,recaudo
1023461244,7442643,6/09/2020,recaudo
1023461245,8171496,5/09/2020,recaudo
1023461246,8879783,4/09/2020,recaudo
1023461247,1258290,3/09/2020,recaudo
1023461248,4018865,2/09/2020,recaudo
1023461249,1530919,1/09/2020,recaudo
1023461250,22300,31/08/2020,recaudo
1023461251,1101704,30/08/2020,recaudo
1023461252,8702811,29/08/2020,recaudo
1023461253,4439847,28/08/2020,recaudo
1023461254,4122028,27/08/2020,recaudo
1023461255,4448408,26/08/2020,recaudo
1023461256,9738298,25/08/2020,recaudo
1023461257,9123248,24/08/2020,recaudo
1023461258,8346540,23/08/2020,recaudo
1023461259,8556435,22/08/2020,recaudo
1023461260,1018797,21/08/2020,recaudo
1023461261,8841002,20/08/2020,recaudo
1023461262,1588330,19/08/2020,recaudo
1023461263,5724376,18/08/2020,recaudo
1023461264,1921808,17/08/2020,recaudo
1023461265,7201578,16/08/2020,recaudo
1023461266,5195297,15/08/2020,recaudo
1023461267,3441382,14/08/2020,recaudo
1023461268,6346715,13/08/2020,recaudo
1023461269,4841499,12/08/2020,recaudo
1023461270,8819304,11/08/2020,recaudo
1023461271,5252403,10/08/2020,recaudo
1023461272,5676784,9/08/2020,recaudo
1023461273,9788301,8/08/2020,recaudo
1023461274,1202767,7/08/2020,recaudo
1023461275,4302443,6/08/2020,recaudo
1023461276,20406,5/08/2020,recaudo
1023461277,3506252,4/08/2020,recaudo
1023461278,5283410,3/08/2020,recaudo
1023461279,4162935,2/08/2020,recaudo
1023461280,9117052,1/08/2020,recaudo
1023461281,1337855,31/07/2020,recaudo
1023461282,3786157,30/07/2020,recaudo
1023461283,8369918,29/07/2020,recaudo
1023461284,1087136,28/07/2020,recaudo
1023461285,6018146,27/07/2020,recaudo
1023461286,8728363,26/07/2020,recaudo
1023461287,9345846,25/07/2020,recaudo
1023461288,7073202,24/07/2020,recaudo
1023461289,6801340,23/07/2020,recaudo
1023461290,1951150,22/07/2020,recaudo
1023461291,3491551,21/07/2020,recaudo
1023461292,5441321,16/09/2020,recaudo
1023461293,3600306,15/09/2020,recaudo
1023461294,5822502,14/09/2020,recaudo
1023461295,4266596,13/09/2020,recaudo
1023461296,1014799,12/09/2020,recaudo
1023461297,6597048,11/09/2020,recaudo
1023461298,4821209,10/09/2020,recaudo
1023461299,5860427,9/09/2020,recaudo
1023461300,1675914,8/09/2020,recaudo
1023461301,348821,7/09/2020,recaudo
1023461302,5085909,6/09/2020,recaudo
1023461303,1328428,5/09/2020,recaudo
1023461304,9304107,4/09/2020,recaudo
1023461305,2654327,3/09/2020,recaudo
1023461306,2783573,2/09/2020,recaudo
1023461307,5471932,1/09/2020,recaudo
1023461308,3990487,31/08/2020,recaudo
1023461309,6146176,30/08/2020,recaudo
1023461310,5485474,29/08/2020,recaudo
1023461311,3451137,28/08/2020,recaudo
1023461312,36653,27/08/2020,recaudo
1023461313,7388655,26/08/2020,recaudo
1023461314,7077583,25/08/2020,recaudo
1023461315,3178597,24/08/2020,recaudo
1023461316,8969357,23/08/2020,recaudo
1023461317,7473107,22/08/2020,recaudo
1023461318,7619627,21/08/2020,recaudo
1023461319,9651509,20/08/2020,recaudo
1023461320,9696777,19/08/2020,recaudo
1023461321,1455159,18/08/2020,recaudo
1023461322,5674502,17/08/2020,recaudo
1023461323,5970542,16/08/2020,recaudo
1023461324,9468861,15/08/2020,recaudo
1023461325,6537339,27/09/2020,recaudo
1023461326,449847,26/09/2020,recaudo
1023461327,164071,25/09/2020,recaudo
1023461328,6982624,24/09/2020,recaudo
1023461329,7114117,23/09/2020,recaudo
1023461330,4795047,22/09/2020,recaudo
1023461331,6150148,21/09/2020,recaudo
1023461332,1227128,20/09/2020,recaudo
1023461333,4241003,19/09/2020,recaudo
1023461334,1083947,18/09/2020,recaudo
1023461335,1070856,17/09/2020,recaudo
1023461336,2564014,16/09/2020,recaudo
1023461337,8434525,15/09/2020,recaudo
1023461338,6324747,14/09/2020,recaudo
1023461339,4697233,13/09/2020,recaudo
1023461340,7293677,12/09/2020,recaudo
1023461341,3077949,11/09/2020,recaudo
1023461342,9416303,10/09/2020,recaudo
1023461343,7923186,9/09/2020,recaudo
1023461344,657906,8/09/2020,recaudo
1023461345,6031739,7/09/2020,recaudo
1023461346,9872,6/09/2020,recaudo
1023461347,8905118,5/09/2020,recaudo
1023461348,8166049,4/09/2020,recaudo
1023461349,1184728,3/09/2020,recaudo
1023461350,1775923,2/09/2020,recaudo
1023461351,6594962,1/09/2020,recaudo
1023461352,420047,31/08/2020,recaudo
1023461353,5277199,30/08/2020,recaudo
1023461354,1198377,29/08/2020,recaudo
1023461355,5345954,28/08/2020,recaudo
1023461356,4652363,27/08/2020,recaudo
1023461357,4522936,26/08/2020,recaudo
1023461358,6706210,25/08/2020,recaudo
1023461359,2781354,24/08/2020,recaudo
1023461360,1387487,23/08/2020,recaudo
1023461361,1878269,22/08/2020,recaudo
1023461362,5687961,21/08/2020,recaudo
1023461363,8872309,20/08/2020,recaudo
1023461364,1521507,19/08/2020,recaudo
1023461365,5894802,18/08/2020,recaudo
1023461366,4529701,17/08/2020,recaudo
1023461367,3554977,16/08/2020,recaudo
1023461368,6064196,15/08/2020,recaudo
1023461369,7357154,14/08/2020,recaudo
1023461370,3994475,13/08/2020,recaudo
1023461371,1435943,12/08/2020,recaudo
1023461372,4887755,11/08/2020,recaudo
1023461373,7530248,10/08/2020,recaudo
1023461374,8842686,9/08/2020,recaudo
1023461375,2749293,8/08/2020,recaudo
1023461376,2693278,7/08/2020,recaudo
1023461377,8933437,6/08/2020,recaudo
1023461378,4659541,5/08/2020,recaudo
1023461379,7741501,4/08/2020,recaudo
1023461380,3381888,3/08/2020,recaudo
1023461381,7577557,2/08/2020,recaudo
1023461382,7526275,1/08/2020,recaudo
1023461383,819883,31/07/2020,recaudo
1023461384,4340507,30/07/2020,recaudo
1023461385,8814872,29/07/2020,recaudo
1023461386,9236736,28/07/2020,recaudo
1023461387,5791590,27/07/2020,recaudo
1023461388,6817038,26/07/2020,recaudo
1023461389,5844943,25/07/2020,recaudo
1023461390,687264,24/07/2020,recaudo
1023461391,6164807,23/07/2020,recaudo
1023461392,6748647,22/07/2020,recaudo
1023461393,4997632,21/07/2020,recaudo
1023461394,8045882,16/09/2020,recaudo
1023461395,163035,15/09/2020,recaudo
1023461396,2756923,14/09/2020,recaudo
1023461397,720933,13/09/2020,recaudo
1023461398,9223111,12/09/2020,recaudo
1023461399,5428284,11/09/2020,recaudo
1023461400,356912,10/09/2020,recaudo
1023461401,4007300,9/09/2020,recaudo
1023461402,2021245,8/09/2020,recaudo
1023461403,6408340,7/09/2020,recaudo
1023461404,717408,6/09/2020,recaudo
1023461405,2019910,5/09/2020,recaudo
1023461406,1640403,4/09/2020,recaudo
1023461407,8970552,3/09/2020,recaudo
1023461408,3555970,2/09/2020,recaudo
1023461409,7984399,1/09/2020,recaudo
1023461410,1418662,31/08/2020,recaudo
1023461411,7502493,30/08/2020,recaudo
1023461412,1704804,29/08/2020,recaudo
1023461413,7477854,28/08/2020,recaudo
1023461414,7438323,27/08/2020,recaudo
1023461415,5677302,26/08/2020,recaudo
1023461416,2394753,25/08/2020,recaudo
1023461417,4448715,24/08/2020,recaudo
1023461418,3170092,23/08/2020,recaudo
1023461419,1406258,22/08/2020,recaudo
1023461420,9689554,21/08/2020,recaudo
1023461421,8753179,20/08/2020,recaudo
1023461422,3788973,19/08/2020,recaudo
1023461423,2723868,18/08/2020,recaudo
1023461424,58355,17/08/2020,recaudo
1023461425,2765026,16/08/2020,recaudo
1023461426,5957225,15/08/2020,recaudo
1023461427,9292673,27/09/2020,recaudo
1023461428,2883883,26/09/2020,recaudo
1023461429,727424,25/09/2020,recaudo
1023461430,3234726,24/09/2020,recaudo
1023461431,5471809,23/09/2020,recaudo
1023461432,301117,22/09/2020,recaudo
1023461433,6215378,21/09/2020,recaudo
1023461434,2137038,20/09/2020,recaudo
1023461435,9569810,19/09/2020,recaudo
1023461436,5585138,18/09/2020,recaudo
1023461437,134396,17/09/2020,recaudo
1023461438,3807803,16/09/2020,recaudo
1023461439,148456,15/09/2020,recaudo
1023461440,1300665,14/09/2020,recaudo
1023461441,1809043,13/09/2020,recaudo
1023461442,9673917,12/09/2020,recaudo
1023461443,900996,11/09/2020,recaudo
1023461444,9485604,10/09/2020,recaudo
1023461445,8919541,9/09/2020,recaudo
1023461446,2692032,8/09/2020,recaudo
1023461447,1184792,7/09/2020,recaudo
1023461448,700688,6/09/2020,recaudo
1023461449,7029340,5/09/2020,recaudo
1023461450,4587912,4/09/2020,recaudo
1023461451,225988,3/09/2020,recaudo
1023461452,3102459,2/09/2020,recaudo
1023461453,2852723,1/09/2020,recaudo
1023461454,9022559,31/08/2020,recaudo
1023461455,7328628,30/08/2020,recaudo
1023461456,9968811,29/08/2020,recaudo
1023461457,344512,28/08/2020,recaudo
1023461458,142947,27/08/2020,recaudo
1023461459,8936757,26/08/2020,recaudo
1023461460,5840242,25/08/2020,recaudo
1023461461,2359804,24/08/2020,recaudo
1023461462,2888801,23/08/2020,recaudo
1023461463,9521604,22/08/2020,recaudo
1023461464,683369,21/08/2020,recaudo
1023461465,596051,20/08/2020,recaudo
1023461466,112421,19/08/2020,recaudo
1023461467,5850245,18/08/2020,recaudo
1023461468,311883,17/08/2020,recaudo
1023461469,6491127,16/08/2020,recaudo
1023461470,3246003,15/08/2020,recaudo
1023461471,3109284,14/08/2020,recaudo
1023461472,6030610,13/08/2020,recaudo
1023461473,4942707,12/08/2020,recaudo
1023461474,3321981,11/08/2020,recaudo
1023461475,3967304,10/08/2020,recaudo
1023461476,2277116,9/08/2020,recaudo
1023461477,2746118,8/08/2020,recaudo
1023461478,6987556,7/08/2020,recaudo
1023461479,7011954,6/08/2020,recaudo
1023461480,6262921,5/08/2020,recaudo
1023461481,4094886,4/08/2020,recaudo
1023461482,785182,3/08/2020,recaudo
1023461483,4812429,2/08/2020,recaudo
1023461484,9542158,1/08/2020,recaudo
1023461485,1574057,31/07/2020,recaudo
1023461486,2962702,30/07/2020,recaudo
1023461487,621888,29/07/2020,recaudo
1023461488,1708044,28/07/2020,recaudo
1023461489,7366202,27/07/2020,recaudo
1023461490,2482539,26/07/2020,recaudo
1023461491,3090012,25/07/2020,recaudo
1023461492,3268277,24/07/2020,recaudo
1023461493,4206558,23/07/2020,recaudo
1023461494,2381993,22/07/2020,recaudo
1023461495,9870227,21/07/2020,recaudo
1023461496,1389008,16/09/2020,recaudo
1023461497,2529212,15/09/2020,recaudo
1023461498,9125828,14/09/2020,recaudo
1023461499,2352547,13/09/2020,recaudo
1023461500,7711203,12/09/2020,recaudo
1023461501,8604072,11/09/2020,recaudo
1023461502,6772371,10/09/2020,recaudo
1023461503,4062744,9/09/2020,recaudo
1023461504,4555446,8/09/2020,recaudo
1023461505,3513904,7/09/2020,recaudo
1023461506,3367718,6/09/2020,recaudo
1023461507,3864951,5/09/2020,recaudo
1023461508,1261651,4/09/2020,recaudo
1023461509,4458570,3/09/2020,recaudo
1023461510,1580933,2/09/2020,recaudo
1023461511,1919212,1/09/2020,recaudo
1023461512,9904139,31/08/2020,recaudo
1023461513,4183396,30/08/2020,recaudo
1023461514,4516401,29/08/2020,recaudo
1023461515,4462989,28/08/2020,recaudo
1023461516,9829734,27/08/2020,recaudo
1023461517,7753616,26/08/2020,recaudo
1023461518,6313733,25/08/2020,recaudo
1023461519,2192391,24/08/2020,recaudo
1023461520,3598732,23/08/2020,recaudo
1023461521,7988446,22/08/2020,recaudo
1023461522,3316576,21/08/2020,recaudo
1023461523,1421114,20/08/2020,recaudo
1023461524,5142354,19/08/2020,recaudo
1023461525,4196599,18/08/2020,recaudo
1023461526,9636150,17/08/2020,recaudo
1023461527,8380055,16/08/2020,recaudo
1023461528,955135,15/08/2020,recaudo
1023461529,8120850,27/09/2020,recaudo
1023461530,4251917,26/09/2020,recaudo
1023461531,1275495,25/09/2020,recaudo
1023461532,4784591,24/09/2020,recaudo
1023461533,889474,23/09/2020,recaudo
1023461534,1573719,22/09/2020,recaudo
1023461535,7420902,21/09/2020,recaudo
1023461536,5351989,20/09/2020,recaudo
1023461537,1331069,19/09/2020,recaudo
1023461538,6576238,18/09/2020,recaudo
1023461539,930714,17/09/2020,recaudo
1023461540,9073548,16/09/2020,recaudo
1023461541,6271949,15/09/2020,recaudo
1023461542,9681735,14/09/2020,recaudo
1023461543,5536202,13/09/2020,recaudo
1023461544,3436510,12/09/2020,recaudo
1023461545,1273292,11/09/2020,recaudo
1023461546,8557542,10/09/2020,recaudo
1023461547,7641376,9/09/2020,recaudo
1023461548,8011211,8/09/2020,recaudo
1023461549,8143670,7/09/2020,recaudo
1023461550,3333803,6/09/2020,recaudo
1023461551,7405136,5/09/2020,recaudo
1023461552,4853786,4/09/2020,recaudo
1023461553,925656,3/09/2020,recaudo
1023461554,9942441,2/09/2020,recaudo
1023461555,9007181,1/09/2020,recaudo
1023461556,5475405,31/08/2020,recaudo
1023461557,3509347,30/08/2020,recaudo
1023461558,5876704,29/08/2020,recaudo
1023461559,854147,28/08/2020,recaudo
1023461560,9099333,27/08/2020,recaudo
1023461561,7352120,26/08/2020,recaudo
1023461562,7020031,25/08/2020,recaudo
1023461563,4989292,24/08/2020,recaudo
1023461564,7423150,23/08/2020,recaudo
1023461565,1465172,22/08/2020,recaudo
1023461566,201086,21/08/2020,recaudo
1023461567,8206848,20/08/2020,recaudo
1023461568,1797246,19/08/2020,recaudo
1023461569,1629090,18/08/2020,recaudo
1023461570,2707703,17/08/2020,recaudo
1023461571,3862449,16/08/2020,recaudo
1023461572,1730049,15/08/2020,recaudo
1023461573,3236083,14/08/2020,recaudo
1023461574,1588038,13/08/2020,recaudo
1023461575,5601140,12/08/2020,recaudo
1023461576,7811386,11/08/2020,recaudo
1023461577,4776194,10/08/2020,recaudo
1023461578,1357443,9/08/2020,recaudo
1023461579,218825,8/08/2020,recaudo
1023461580,857984,7/08/2020,recaudo
1023461581,9558668,6/08/2020,recaudo
1023461582,4876084,5/08/2020,recaudo
1023461583,8826417,4/08/2020,recaudo
1023461584,7278671,3/08/2020,recaudo
1023461585,1376377,2/08/2020,recaudo
1023461586,2822715,1/08/2020,recaudo
1023461587,62382,31/07/2020,recaudo
1023461588,1655029,30/07/2020,recaudo
1023461589,7050478,29/07/2020,recaudo
1023461590,5231867,28/07/2020,recaudo
1023461591,5992479,27/07/2020,recaudo
1023461592,5848020,26/07/2020,recaudo
1023461593,5242833,25/07/2020,recaudo
1023461594,4034227,24/07/2020,recaudo
1023461595,9150694,23/07/2020,recaudo
1023461596,3085855,22/07/2020,recaudo
1023461597,9740595,21/07/2020,recaudo
1023461598,4228478,16/09/2020,recaudo
1023461599,5843378,15/09/2020,recaudo
1023461600,7511865,14/09/2020,recaudo
1023461601,8787634,13/09/2020,recaudo
1023461602,9563424,12/09/2020,recaudo
1023461603,3343773,11/09/2020,recaudo
1023461604,7592722,10/09/2020,recaudo
1023461605,8215587,9/09/2020,recaudo
1023461606,1638744,8/09/2020,recaudo
1023461607,2791743,7/09/2020,recaudo
1023461608,5593410,6/09/2020,recaudo
1023461609,763976,5/09/2020,recaudo
1023461610,5303441,4/09/2020,recaudo
1023461611,13275,3/09/2020,recaudo
1023461612,1636554,2/09/2020,recaudo
1023461613,8168500,1/09/2020,recaudo
1023461614,9454665,31/08/2020,recaudo
1023461615,4696036,30/08/2020,recaudo
1023461616,7168750,29/08/2020,recaudo
1023461617,6560207,28/08/2020,recaudo
1023461618,9134619,27/08/2020,recaudo
1023461619,6194750,26/08/2020,recaudo
1023461620,211636,25/08/2020,recaudo
1023461621,8247438,24/08/2020,recaudo
1023461622,7039355,23/08/2020,recaudo
1023461623,3635678,22/08/2020,recaudo
1023461624,2349552,21/08/2020,recaudo
1023461625,4400162,20/08/2020,recaudo
1023461626,6042388,19/08/2020,recaudo
1023461627,6554712,18/08/2020,recaudo
1023461628,2932868,17/08/2020,recaudo
1023461629,7375591,16/08/2020,recaudo
1023461630,8165503,15/08/2020,recaudo
1023461631,2451376,27/09/2020,recaudo
1023461632,2189537,26/09/2020,recaudo
1023461633,2729154,25/09/2020,recaudo
1023461634,1141173,24/09/2020,recaudo
1023461635,3844838,23/09/2020,recaudo
1023461636,6938858,22/09/2020,recaudo
1023461637,725905,21/09/2020,recaudo
1023461638,7969267,20/09/2020,recaudo
1023461639,8476795,19/09/2020,recaudo
1023461640,5366411,18/09/2020,recaudo
1023461641,6420961,17/09/2020,recaudo
1023461642,7563975,16/09/2020,recaudo
1023461643,9662053,15/09/2020,recaudo
1023461644,1317083,14/09/2020,recaudo
1023461645,1775318,13/09/2020,recaudo
1023461646,6342019,12/09/2020,recaudo
1023461647,9906183,11/09/2020,recaudo
1023461648,881560,10/09/2020,recaudo
1023461649,7148630,9/09/2020,recaudo
1023461650,3039267,8/09/2020,recaudo
1023461651,3959310,7/09/2020,recaudo
1023461652,8228880,6/09/2020,recaudo
1023461653,5516591,5/09/2020,recaudo
1023461654,1679948,4/09/2020,recaudo
1023461655,4663894,3/09/2020,recaudo
1023461656,7682066,2/09/2020,recaudo
1023461657,5402223,1/09/2020,recaudo
1023461658,358553,31/08/2020,recaudo
1023461659,3792973,30/08/2020,recaudo
1023461660,5725710,29/08/2020,recaudo
1023461661,7243924,28/08/2020,recaudo
1023461662,5922410,27/08/2020,recaudo
1023461663,1170576,26/08/2020,recaudo
1023461664,1599473,25/08/2020,recaudo
1023461665,2359158,24/08/2020,recaudo
1023461666,9633382,23/08/2020,recaudo
1023461667,5659080,22/08/2020,recaudo
1023461668,5713172,21/08/2020,recaudo
1023461669,1428641,20/08/2020,recaudo
1023461670,191204,19/08/2020,recaudo
1023461671,2694388,18/08/2020,recaudo
1023461672,982582,17/08/2020,recaudo
1023461673,812074,16/08/2020,recaudo
1023461674,3259057,15/08/2020,recaudo
1023461675,6973734,14/08/2020,recaudo
1023461676,3949456,13/08/2020,recaudo
1023461677,1648696,12/08/2020,recaudo
1023461678,4698262,11/08/2020,recaudo
1023461679,526641,10/08/2020,recaudo
1023461680,7570162,9/08/2020,recaudo
1023461681,6178646,8/08/2020,recaudo
1023461682,9830722,7/08/2020,recaudo
1023461683,5168227,6/08/2020,recaudo
1023461684,6100833,5/08/2020,recaudo
1023461685,2355153,4/08/2020,recaudo
1023461686,2859555,3/08/2020,recaudo
1023461687,6917371,2/08/2020,recaudo
1023461688,2518173,1/08/2020,recaudo
1023461689,4590923,31/07/2020,recaudo
1023461690,9843237,30/07/2020,recaudo
1023461691,9615497,29/07/2020,recaudo
1023461692,7035451,28/07/2020,recaudo
1023461693,9933111,27/07/2020,recaudo
1023461694,7329811,26/07/2020,recaudo
1023461695,732194,25/07/2020,recaudo
1023461696,8810673,24/07/2020,recaudo
1023461697,6323811,23/07/2020,recaudo
1023461698,7770171,22/07/2020,recaudo
1023461699,5910381,21/07/2020,recaudo
1023461700,7893816,16/09/2020,recaudo
1023461701,4740445,15/09/2020,recaudo
1023461702,5364343,14/09/2020,recaudo
1023461703,6834804,13/09/2020,recaudo
1023461704,656155,12/09/2020,recaudo
1023461705,8529378,11/09/2020,recaudo
1023461706,7628501,10/09/2020,recaudo
1023461707,2698688,9/09/2020,recaudo
1023461708,7758697,8/09/2020,recaudo
1023461709,5139942,7/09/2020,recaudo
1023461710,7345450,6/09/2020,recaudo
1023461711,8323752,5/09/2020,recaudo
1023461712,5218838,4/09/2020,recaudo
1023461713,5339570,3/09/2020,recaudo
1023461714,148106,2/09/2020,recaudo
1023461715,2267626,1/09/2020,recaudo
1023461716,6841610,31/08/2020,recaudo
